ID,product,productName,description,category_ID,subCategory_ID,statu_code,price,rating,currency,detail_ID,supplier_ID,createdAt,createdBy,modifiedAt,modifiedBy
8f763552-d89a-4983-971d-94b9cbf64266,P0001,iPhone 14,High-end smartphone with excellent camera and performance.,8c688ead-4d9e-4e99-bfe5-144a55e428e0,b549f71e-fd6a-46eb-8ae1-d0efdfac657d,ACTIVE,657.05,1.62,USD,1dbd181a-411a-46d9-8a91-f100f7ceed04,
80fb3a00-150c-42ad-b776-2e9a8fd1bc29,P0002,MacBook Pro,Powerful laptop for professionals and creators.,8c688ead-4d9e-4e99-bfe5-144a55e428e0,9a2932af-6d4b-4e25-aac7-45b17c195dee,ACTIVE,479.87,4.56,USD,fe00ba99-1d1c-4a44-8de8-1ee504e5e245,
901f7e1b-037b-4f2b-9cbc-3a506d99cb54,P0003,Leather Sofa,Comfortable leather sofa for living room.,602e5292-6af6-4849-a1e5-45e0800edb54,1ffcfd0a-a7ba-4609-8a73-99305af76e00,ACTIVE,782.29,1.46,USD,675a7bf1-45df-4cf0-8ec0-f60bf0a2f2dd,
936e4459-cbf3-4d2f-b4b2-80cd83f32efd,P0004,Office Chair,Ergonomic chair with lumbar support.,602e5292-6af6-4849-a1e5-45e0800edb54,fa154e69-7ec7-4c14-9177-529f092ea167,ACTIVE,545.65,4.96,USD,0b689cc1-86ea-4e7d-9d67-62603ab19a86,
815926c1-c02e-4eb0-84d5-b2eb53ec49e9,P0005,Graphic T-Shirt,Stylish T-shirt with graphic print.,efdd1246-635a-48ba-b679-27ddd9f86900,1abe9e67-b641-416d-ab1d-6f3134dd2fa1,ACTIVE,648.91,4.98,USD,d4ba202b-f380-44a2-8e25-2dd95ba0d794,
14fb246b-a416-4fc3-bf45-b748cb239ef9,P0006,Jeans,Comfortable and durable jeans.,efdd1246-635a-48ba-b679-27ddd9f86900,6d2bfcc4-95f9-4a1c-b1a7-271ef5d7fd31,ACTIVE,102.97,4.54,USD,31891aae-d84d-44c3-9669-f5895d1a3c93,
632ee1c1-b4a9-4740-be62-36799a1a65bd,P0007,Harry Potter,Popular fantasy novel series.,33861109-bf2a-4e35-a373-f89fb79b2f36,bd09b123-4308-4bf4-a856-6af171a299a6,ACTIVE,34.23,4.87,USD,c125b7cb-6a38-46ce-9052-184db010d73d,
bf3f95cb-fc86-47d7-bc30-f523280cbc3f,P0008,Spider-Man Comic,Comic book featuring Spider-Man adventures.,33861109-bf2a-4e35-a373-f89fb79b2f36,f9826fd7-1f87-4de9-b8b8-907e08804ecf,ACTIVE,785.35,1.11,USD,c62452a4-45fa-4db2-a771-971a588fc0d3,
eb89b8c1-9501-4c26-8032-29c381cce70e,P0009,Smartwatch,Smartwatch with fitness tracking features.,8c688ead-4d9e-4e99-bfe5-144a55e428e0,b549f71e-fd6a-46eb-8ae1-d0efdfac657d,ACTIVE,261.01,1.68,USD,82f17caf-143e-402f-988f-7212794d4b4a,
d35eba87-c408-475b-b880-49dd933a9e62,P0010,Bookshelf,Wooden bookshelf for organizing your books.,8c688ead-4d9e-4e99-bfe5-144a55e428e0,9a2932af-6d4b-4e25-aac7-45b17c195dee,ACTIVE,73.25,3.81,USD,e0af4333-7c7f-42b2-a27f-7928b90a313b,